,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
3990,11240,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,11.0,11.0,22.0,Audible for Android,160,7.000000000000001,14.000000000000002,Parenting & Relationships,Monthly,6,1.25x,49,31 - 60 Books,52,31 - 60 Books,Night,Relaxing,Tablet,Spanish,False,Download,49,31 - 60 Minutes,9,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,3,False,False,True
3991,11241,Male,18 - 24 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,0.0,1.0,2.0,Audible for Android,728,0.0,0.0,Education & Teaching,Yearly,9,1.75x,58,31 - 60 Books,3,Less than 10,Morning,Relaxing,Smart Speaker,Spanish,False,Download,2,Less than 10 Minutes,4,Death by Black Hole: And Other Cosmic Quandaries (Unabridged),"Blackstone Audio, Inc.",Dion Graham,False,4,True,False,False
3992,11242,Male,25 - 30 years,Bangalore,Android,Android Tablet,walk,38,13,Afternoon_Early_Evening,22.0,9.0,31.0,Audible for Android,860,3.0,4.0,Social Sciences,Yearly,32,1.75x,53,31 - 60 Books,31,31 - 60 Books,Afternoon,Working,Smart Speaker,Other,False,Streaming,2,Less than 10 Minutes,9,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,False,5,True,True,True
3993,11243,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,15,13,Morning,213.0,213.0,426.0,Audible for iPhone (1000),212,100.0,100.0,Biographies & Memoirs,Per-book,49,1.5x,70,61 - 100 Books,63,61 - 100 Books,Night,Relaxing,Tablet,English,True,Download,51,31 - 60 Minutes,2,Pichai. The Future of Google (Unabridged),Audible Studios,Reuel Ferreira,False,1,True,True,False
3994,11244,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,1,Morning,0.0,2.0,3.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Monthly,8,1.5x,96,61 - 100 Books,3,Less than 10,Morning,Commuting,Tablet,English,False,Download,106,More than 100 Minutes,3,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,False,3,True,False,True
3995,11245,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,1,Afternoon_Early_Evening,9.0,4.0,13.0,Audible for Android,90,10.0,14.000000000000002,Parenting & Relationships,Monthly,22,1.5x,59,31 - 60 Books,97,61 - 100 Books,Afternoon,Relaxing,Smart Speaker,Other,False,Download,47,31 - 60 Minutes,8,How to Live on 24 Hours a Day (Unabridged),Audible Studios,Eric Brooks,False,4,True,True,False
3996,11246,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Night_Early_Morning,0.0,0.0,1.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Yearly,53,1.75x,24,11- 30 Books,77,61 - 100 Books,Night,Commuting,PC,German,False,Streaming,20,11- 30 Minutes,5,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,True,3,False,False,False
3997,11247,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Morning,3.0,3.0,6.0,Audible for Android,825,0.0,1.0,Literature & Fiction,Per-book,36,1.25x,69,61 - 100 Books,58,31 - 60 Books,Night,Working,Tablet,French,True,Download,72,61 - 100 Minutes,6,"Impulse: Mageri, Book 3 (Unabridged)",Tantor Audio,Nicole Poole,False,2,False,False,False
3998,11248,Male,31 - 35 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,1.0,2.0,4.0,Audible for Android,907,0.0,0.0,Literature & Fiction,Monthly,23,1.5x,63,61 - 100 Books,63,61 - 100 Books,Night,Working,Tablet,German,False,Streaming,50,31 - 60 Minutes,4,Chanakya's Chant (Unabridged),Audible Studios,Sagar Arya,True,3,False,True,True
3999,11249,Male,25 - 30 years,Bangalore,Both,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,603,0.0,0.0,Social Sciences,Per-book,13,1x,75,61 - 100 Books,85,61 - 100 Books,Morning,Relaxing,Tablet,German,False,Streaming,18,11- 30 Minutes,8,The 33 Strategies of War,"HighBridge, a division of Recorded Books",Don Leslie,True,1,False,False,True
4000,11250,Female,18 - 24 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,854,0.0,0.0,Literature & Fiction,Yearly,10,1.25x,57,31 - 60 Books,9,Less than 10,Morning,Exercising,Smartphone,French,False,Streaming,21,11- 30 Minutes,6,Wuthering Heights (Unabridged),Audible Studios,Patricia Routledge,True,1,False,False,True
4001,11251,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,0.0,3.0,4.0,Audible for Android,209,0.0,2.0,Parenting & Relationships,Monthly,13,1x,31,31 - 60 Books,69,61 - 100 Books,Morning,Relaxing,PC,French,True,Streaming,76,61 - 100 Minutes,7,Peace Is Every Step: The Path of Mindfulness in Everyday Life (Unabridged),"Blackstone Audio, Inc.",Edoardo Ballerini,False,5,True,False,True
4002,11252,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,0,Late_Night_Early_Morning,77.0,77.0,155.0,Audible for iPhone (1000),160,48.0,97.0,Religion & Spirituality,Yearly,38,2x,50,31 - 60 Books,49,31 - 60 Books,Afternoon,Exercising,Tablet,German,True,Download,95,61 - 100 Minutes,7,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,4,True,True,True
4003,11253,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Morning,1.0,1.0,3.0,Audible for Android,565,0.0,1.0,Literature & Fiction,Yearly,14,1.5x,21,11- 30 Books,24,11- 30 Books,Morning,Exercising,Smart Speaker,French,True,Streaming,1,Less than 10 Minutes,1,Play with Me (Unabridged),Audible Studios,Jennifer Mack,False,4,True,True,True
4004,11254,Male,31 - 35 years,Hyderabad,Android,Both,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,152,1.0,1.0,Business & Money,Per-book,24,2x,44,31 - 60 Books,33,31 - 60 Books,Night,Exercising,Smart Speaker,Spanish,True,Download,29,11- 30 Minutes,6,The Secret: What Great Leaders Know and Do (Unabridged),"HighBridge, a division of Recorded Books",Rick Adamson,False,2,True,False,False
4005,11255,Male,31 - 35 years,Delhi,IOS,No Tablet,Public Transport,90,9,Morning,1.0,1.0,1.0,Audible for iPhone (1000),175,1.0,1.0,Business & Money,Monthly,49,1.75x,26,11- 30 Books,5,Less than 10,Night,Commuting,Smart Speaker,Spanish,False,Download,18,11- 30 Minutes,5,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,"HighBridge, a division of Recorded Books",Eric Conger,True,4,True,False,True
4006,11256,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 2 Wheeler,90,13,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,873,0.0,0.0,Social Sciences,Per-book,29,1.5x,99,61 - 100 Books,49,31 - 60 Books,Night,Exercising,Smartphone,French,True,Streaming,83,61 - 100 Minutes,9,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,False,3,True,True,False
4007,11257,Female,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,160,0.0,1.0,Parenting & Relationships,Yearly,38,1.5x,3,Less than 10,47,31 - 60 Books,Night,Relaxing,Tablet,Other,True,Download,21,11- 30 Minutes,5,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,False,1,True,True,False
4008,11258,Male,18 - 24 years,Hyderabad,Both,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,244,0.0,1.0,Religion & Spirituality,Monthly,36,1.75x,53,31 - 60 Books,92,61 - 100 Books,Afternoon,Exercising,PC,English,True,Streaming,99,61 - 100 Minutes,9,7 Secrets of Shiva. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,False,4,True,False,False
4009,11259,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,1,Morning,5.0,2.0,7.0,Audible for Android,1578,0.0,0.0,Literature & Fiction,Yearly,30,2x,86,61 - 100 Books,71,61 - 100 Books,Evening,Commuting,PC,German,True,Download,38,31 - 60 Minutes,6,Karna's Wife. The Outcast's Queen (Unabridged),Audible Studios,Shaheen Khan,True,2,False,False,False
4010,11260,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Morning,0.0,0.0,1.0,Audible for Android,245,0.0,0.0,Religion & Spirituality,Monthly,58,1.75x,87,61 - 100 Books,6,Less than 10,Afternoon,Relaxing,PC,English,False,Streaming,15,11- 30 Minutes,3,7 Secrets of Vishnu. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,False,1,False,False,True
4011,11261,Male,41 - 45 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,175,1.0,1.0,Business & Money,Per-book,21,1.5x,2,Less than 10,93,61 - 100 Books,Evening,Relaxing,PC,German,False,Download,47,31 - 60 Minutes,3,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,"HighBridge, a division of Recorded Books",Eric Conger,True,1,True,False,True
4012,11262,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,5,Morning,11.0,11.0,23.0,Audible for Android,212,5.0,11.0,Biographies & Memoirs,Per-book,49,2x,98,61 - 100 Books,76,61 - 100 Books,Night,Working,Smartphone,French,True,Streaming,4,Less than 10 Minutes,2,Pichai. The Future of Google (Unabridged),Audible Studios,Reuel Ferreira,True,5,True,True,False
4013,11263,Female,31 - 35 years,Bangalore,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Morning,1.0,1.0,2.0,Audible for Android,860,0.0,0.0,Social Sciences,Per-book,36,2x,45,31 - 60 Books,33,31 - 60 Books,Evening,Commuting,Smart Speaker,German,True,Streaming,72,61 - 100 Minutes,8,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,True,4,False,True,True
4014,11264,Female,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,14.0,14.0,28.0,Audible for Android,1111,1.0,3.0,Literature & Fiction,Per-book,30,1x,93,61 - 100 Books,28,11- 30 Books,Evening,Commuting,Tablet,English,False,Streaming,75,61 - 100 Minutes,5,Great Expectations (Unabridged),"Blackstone Audio, Inc.",Simon Prebble,False,1,False,False,True
4015,11265,Male,31 - 35 years,Chennai,Other,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,136,1.0,1.0,Literature & Fiction,Yearly,19,1.25x,49,31 - 60 Books,41,31 - 60 Books,Afternoon,Working,Tablet,English,False,Download,90,61 - 100 Minutes,5,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,False,2,True,False,True
4016,11266,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,13,Morning,7.0,18.0,26.0,Audible for Android,460,2.0,6.0,Parenting & Relationships,Monthly,59,1.5x,56,31 - 60 Books,71,61 - 100 Books,Afternoon,Commuting,Tablet,German,False,Streaming,73,61 - 100 Minutes,2,The Power of Your Subconscious Mind - (Clickable Table of Contents) (Unabridged),Majestic,Clay Lomakayu,False,5,False,True,False
4017,11267,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,90,1.0,1.0,Parenting & Relationships,Monthly,26,1.25x,43,31 - 60 Books,27,11- 30 Books,Morning,Relaxing,Smart Speaker,French,True,Streaming,96,61 - 100 Minutes,7,How to Live on 24 Hours a Day (Unabridged),Audible Studios,Eric Brooks,False,3,False,True,False
4018,11268,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,15.0,14.0,29.0,Audible for Android,1387,1.0,2.0,Business & Money,Per-book,52,1.25x,73,61 - 100 Books,43,31 - 60 Books,Afternoon,Exercising,Smartphone,Other,False,Streaming,61,61 - 100 Minutes,1,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,False,5,False,False,False
4019,11269,Male,25 - 30 years,Chennai,Android,Both,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,14,0.0,7.000000000000001,Children's Audiobooks,Per-book,13,2x,42,31 - 60 Books,84,61 - 100 Books,Night,Working,Smart Speaker,English,True,Download,80,61 - 100 Minutes,8,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,True,2,True,False,False
4020,11270,Female,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,2.0,6.0,8.0,Audible for Android,160,1.0,5.0,Parenting & Relationships,Per-book,6,1.5x,85,61 - 100 Books,49,31 - 60 Books,Evening,Exercising,PC,English,False,Streaming,14,11- 30 Minutes,9,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,4,True,True,False
4021,11271,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Night_Early_Morning,19.0,2.0,21.0,Audible for iPhone (1000),292,7.000000000000001,7.000000000000001,Literature & Fiction,Yearly,33,2x,55,31 - 60 Books,20,11- 30 Books,Morning,Exercising,PC,Other,True,Streaming,107,More than 100 Minutes,5,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,5,False,False,False
4022,11272,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,14,0.0,7.000000000000001,Children's Audiobooks,Per-book,28,1x,53,31 - 60 Books,52,31 - 60 Books,Morning,Relaxing,Tablet,Other,True,Streaming,9,Less than 10 Minutes,6,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,True,4,False,False,False
4023,11273,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,24.0,48.0,71.0,Audible for Android,365,7.000000000000001,19.0,Parenting & Relationships,Per-book,5,1.5x,22,11- 30 Books,41,31 - 60 Books,Afternoon,Working,Smart Speaker,Spanish,True,Streaming,86,61 - 100 Minutes,7,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,3,False,True,True
4024,11274,Male,41 - 45 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Afternoon_Early_Evening,1.0,1.0,3.0,Audible for Android,1714,0.0,0.0,Mysteries & Thrillers,Per-book,26,1.5x,90,61 - 100 Books,32,31 - 60 Books,Afternoon,Relaxing,Smartphone,German,True,Streaming,99,61 - 100 Minutes,5,The Rozabal Line (Unabridged),Audible Studios,Sanjiv Jhaveri,True,2,True,True,True
4025,11275,Female,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,2.0,2.0,3.0,Audible for Android,119,2.0,3.0,Literature & Fiction,Per-book,15,1.5x,65,61 - 100 Books,4,Less than 10,Night,Relaxing,Tablet,Other,True,Download,72,61 - 100 Minutes,6,Macbeth,L.A. Theatre Works,"James Marsters, Joanne Whalley, Josh Cooke, JD Cullum, Dan Donohue, Jeannie Elias, Chuma Gault",False,3,True,True,True
4026,11276,Female,31 - 35 years,Bangalore,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,4.0,15.0,19.0,Audible for iPhone (1000),116,3.0,16.0,Teen & Young Adult,Per-book,22,1.75x,40,31 - 60 Books,82,61 - 100 Books,Evening,Commuting,Smartphone,Spanish,False,Streaming,109,More than 100 Minutes,9,Diary of a Wimpy Kid (Unabridged),Recorded Books,Ramon De Ocampo,True,5,True,False,True
4027,11277,Male,25 - 30 years,Hyderabad,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Night_Early_Morning,20.0,19.0,39.0,Audible for iPhone (1000),614,3.0,6.0,Mysteries & Thrillers,Per-book,12,2x,78,61 - 100 Books,1,Less than 10,Morning,Exercising,PC,Other,False,Download,18,11- 30 Minutes,3,WIRED (Unabridged),Tantor Audio,Peter Berkrot,True,1,False,True,False
4028,11278,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,13,Late_Evening_Night,63.0,5.0,68.0,Audible for Android,307,21.0,22.0,Parenting & Relationships,Monthly,57,1.75x,81,61 - 100 Books,4,Less than 10,Night,Commuting,Tablet,Spanish,False,Streaming,41,31 - 60 Minutes,1,"The Power of Self-Confidence: Become Unstoppable, Irresistible, and Unafraid in Every Area of Your Life (Unabridged)","Gildan Media, LLC",Brian Tracy,False,5,True,True,False
4029,11279,Male,41 - 45 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,22.0,22.0,43.0,Audible for Android,62,35.0,69.0,Literature & Fiction,Monthly,28,1x,95,61 - 100 Books,12,11- 30 Books,Morning,Commuting,Smart Speaker,Spanish,False,Streaming,36,31 - 60 Minutes,5,The Strong Shall Live (Dramatized) (Unabridged),Random House Audio,uncredited,False,4,False,True,True
4030,11280,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,375,1.0,1.0,Literature & Fiction,Monthly,4,1.75x,13,11- 30 Books,47,31 - 60 Books,Morning,Relaxing,PC,Spanish,False,Download,83,61 - 100 Minutes,5,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,3,False,True,True
4031,11281,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,30.0,6.0,36.0,Audible for iPhone (1000),160,19.0,22.0,Religion & Spirituality,Monthly,36,1x,74,61 - 100 Books,11,11- 30 Books,Night,Commuting,Smartphone,Other,True,Download,109,More than 100 Minutes,3,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,4,True,True,False
4032,11282,Male,36 - 40 years,Hyderabad,IOS,Both,Personal/Hired/Shared 4 Wheeler,38,5,Morning,6.0,6.0,13.0,Audible for iPhone (1000),195,3.0,7.000000000000001,Parenting & Relationships,Yearly,2,1.25x,27,11- 30 Books,74,61 - 100 Books,Morning,Relaxing,Tablet,German,False,Download,81,61 - 100 Minutes,8,Goals! How to Get Everything You Want Faster Than You Ever Thought Possible,"Blackstone Audio, Inc.",Brian Tracy,False,1,True,True,False
4033,11283,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,375,0.0,0.0,Literature & Fiction,Yearly,39,1.25x,12,11- 30 Books,35,31 - 60 Books,Morning,Commuting,Tablet,German,True,Streaming,85,61 - 100 Minutes,2,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,False,3,False,True,True
4034,11284,Male,18 - 24 years,Hyderabad,Both,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,19.0,3.0,22.0,Audible for iPhone (1000),160,12.0,14.000000000000002,Religion & Spirituality,Monthly,7,1.5x,48,31 - 60 Books,94,61 - 100 Books,Night,Commuting,Smartphone,English,False,Download,82,61 - 100 Minutes,6,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,2,True,False,True
4035,11285,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,39.0,39.0,78.0,Audible for iPhone (1000),365,11.0,21.0,Parenting & Relationships,Monthly,33,2x,86,61 - 100 Books,57,31 - 60 Books,Afternoon,Relaxing,Tablet,French,False,Download,20,11- 30 Minutes,4,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,5,False,True,False
4036,11286,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Late_Night_Early_Morning,2.0,2.0,5.0,Audible for Android,1049,0.0,0.0,Literature & Fiction,Per-book,6,1x,4,Less than 10,12,11- 30 Books,Morning,Relaxing,PC,English,False,Streaming,100,61 - 100 Minutes,6,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,False,1,False,True,False
4037,11287,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Afternoon_Early_Evening,3.0,3.0,5.0,Audible for Android,365,1.0,1.0,Parenting & Relationships,Monthly,59,1.25x,91,61 - 100 Books,91,61 - 100 Books,Evening,Commuting,Smart Speaker,Other,True,Streaming,69,61 - 100 Minutes,3,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,4,False,True,True
4038,11288,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,873,0.0,0.0,Social Sciences,Per-book,17,1x,84,61 - 100 Books,17,11- 30 Books,Morning,Commuting,Smart Speaker,German,False,Streaming,51,31 - 60 Minutes,7,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,True,2,False,False,False
4039,11289,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,26,4.0,4.0,Arts & Entertainment,Monthly,2,1.5x,62,61 - 100 Books,54,31 - 60 Books,Evening,Exercising,PC,Spanish,True,Streaming,95,61 - 100 Minutes,4,When Marketing IS Strategy (Harvard Business Review) (Unabridged),Harvard Business School,Todd Mundt,True,4,True,False,True
4040,11290,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,0.0,7.0,8.0,Audible for iPhone (1000),279,0.0,3.0,Biographies & Memoirs,Monthly,22,1.5x,98,61 - 100 Books,26,11- 30 Books,Morning,Relaxing,Smartphone,French,True,Download,108,More than 100 Minutes,9,Miles to Run Before I Sleep. How an Ordinary Woman Ran an Extraordinary Distance (Unabridged),Audible Studios,Sakuntala Ramanee,True,1,True,False,True
4041,11291,Male,36 - 40 years,Bangalore,Android,Android Tablet,walk,38,9,Morning,15.0,5.0,20.0,Audible for Android,860,2.0,2.0,Social Sciences,Monthly,40,1.25x,7,Less than 10,54,31 - 60 Books,Evening,Working,Tablet,Other,True,Streaming,30,11- 30 Minutes,7,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,True,2,False,True,False
4042,11292,Male,18 - 24 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,15,5,Morning,1.0,0.0,1.0,Audible for iPhone (1000),24,4.0,4.0,Biographies & Memoirs,Per-book,59,1.75x,77,61 - 100 Books,33,31 - 60 Books,Morning,Commuting,Smartphone,Spanish,False,Streaming,87,61 - 100 Minutes,5,The Innovators DNA (Harvard Business Review) (Unabridged),Harvard Business School,Todd Mundt,False,4,False,True,True
4043,11293,Male,36 - 40 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,5.0,7.0,11.0,Audible for Android,1177,0.0,1.0,Literature & Fiction,Monthly,41,2x,87,61 - 100 Books,72,61 - 100 Books,Night,Commuting,Tablet,English,True,Download,117,More than 100 Minutes,7,"Hidden Empire: The Saga of Seven Suns, Book 1 (Unabridged)",Recorded Books,George Guidall,False,5,False,True,True
4044,11294,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,14,0.0,7.000000000000001,Children's Audiobooks,Per-book,28,1x,53,31 - 60 Books,52,31 - 60 Books,Morning,Relaxing,Tablet,Other,True,Streaming,9,Less than 10 Minutes,6,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,True,4,False,False,False
4045,11295,Male,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,253,0.0,0.0,Social Sciences,Per-book,39,2x,64,61 - 100 Books,11,11- 30 Books,Afternoon,Exercising,Smart Speaker,Other,False,Download,38,31 - 60 Minutes,9,The Communist Manifesto and Other Writings (Unabridged),Tantor Audio,Todd McLaren,True,2,False,False,False
4046,11296,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,180,1.0,1.0,Biographies & Memoirs,Yearly,33,2x,19,11- 30 Books,66,61 - 100 Books,Morning,Relaxing,Tablet,French,False,Streaming,84,61 - 100 Minutes,6,Seven Years in Tibet,Bantam Doubleday Dell Audio,Tim Pigott-Smith,False,5,False,True,True
4047,11297,Male,31 - 35 years,Chennai,Other,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,136,1.0,1.0,Literature & Fiction,Yearly,19,1.25x,49,31 - 60 Books,41,31 - 60 Books,Afternoon,Working,Tablet,English,False,Download,90,61 - 100 Minutes,5,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,False,2,True,False,True
4048,11298,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,5.0,4.0,9.0,Audible for Android,188,3.0,5.0,Parenting & Relationships,Per-book,37,1.5x,39,31 - 60 Books,92,61 - 100 Books,Afternoon,Working,Smart Speaker,Spanish,True,Download,2,Less than 10 Minutes,9,How Conversation Works: 6 Lessons for Better Communication,The Great Courses,Professor Anne Curzan,True,4,False,True,False
